SI,Name,Manufacturer,Location,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Year,Kilometers_Driven
218,Skoda Rapid 1.6 MPI AT Style Black Package,Skoda,Mumbai,Petrol,Automatic,First,1598,103.52,5,14.3,8.9,2017,10500
219,Skoda Superb Style 1.8 TSI AT,Skoda,Hyderabad,Petrol,Automatic,First,1798,177.46,5,14.67,26,2017,26000
220,Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,Petrol,Manual,First,1197,81.86,5,17.19,8.22,2018,25166
221,Honda Amaze VX i-DTEC,Honda,Kolkata,Diesel,Manual,Second,1498,98.6,5,25.8,3.5,2014,64000
222,Maruti Wagon R LXI,Maruti,Chennai,Petrol,Manual,Second,998,67.1,5,18.9,1.25,2004,61000
223,Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,Diesel,Manual,First,1461,65,5,21.03,3.7,2013,107000
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,Diesel,Automatic,First,2143,167.62,5,19.27,39.41,2018,29161
225,Maruti Wagon R VXI,Maruti,Kolkata,Petrol,Manual,First,998,67.04,5,22.5,2.65,2013,32000
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,Diesel,Manual,Second,1461,108.5,5,19.01,8.92,2015,46173
227,Maruti Swift VDI BSIV,Maruti,Delhi,Diesel,Manual,First,1248,74,5,17.8,4.1,2013,47000
228,Mini Cooper Convertible S,Mini,Kochi,Petrol,Automatic,First,1998,189.08,4,16.82,35.67,2017,26327
230,Tata Indica V2 DLS BSII,Tata,Jaipur,Diesel,Manual,Second,1396,53.5,5,17.2,0.85,2007,200000
231,Chevrolet Beat LT,Chevrolet,Kochi,Petrol,Manual,Second,1199,76.8,5,18.6,3.32,2016,60813
232,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,Diesel,Manual,First,1199,73.9,5,22.07,3.6,2012,45000
233,Maruti Swift ZDi,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,22.9,6.8,2016,64000
234,Ford Figo Diesel EXI,Ford,Kolkata,Diesel,Manual,First,1399,68.05,5,20,2.5,2012,41284
235,Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,Diesel,Automatic,First,2755,171.5,7,11.36,19.64,2019,14165
236,Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,Diesel,Automatic,Second,2199,194.3,7,11.72,7,2011,67000
237,Honda City i-VTEC V,Honda,Kolkata,Petrol,Manual,First,1497,117.3,5,17.4,3.87,2011,32572
238,Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,Petrol,Manual,First,1197,81.83,5,18.6,6.27,2018,14960
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Kochi,Diesel,Automatic,First,2143,167.62,5,19.27,18.12,2015,55980
240,Chevrolet Beat Diesel LT,Chevrolet,Mumbai,Diesel,Manual,First,936,57.6,5,25.44,2.65,2013,74000
241,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,Diesel,Manual,First,1396,88.73,5,22.54,7.2,2015,56847
242,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,Diesel,Manual,First,2494,100.6,7,12.99,14.3,2015,121374
243,Maruti Ertiga VDI,Maruti,Chennai,Diesel,Manual,First,1248,88.76,7,20.77,6.9,2013,52000
244,Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,Diesel,Manual,First,2494,102,7,12.8,10.75,2014,118000
245,Hyundai Santro Xing XO eRLX Euro II,Hyundai,Mumbai,Petrol,Manual,Third,1086,74,5,17,0.95,2007,72000
246,Honda City i VTEC V,Honda,Kochi,Petrol,Manual,First,1497,117.3,5,17.8,8.09,2016,33915
247,BMW X1 sDrive20d,BMW,Ahmedabad,Diesel,Automatic,First,1995,184,5,17.05,18.5,2014,82002
248,Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,Diesel,Manual,First,1120,70,5,24,4.75,2017,33000
249,Maruti Ciaz 1.3 Alpha,Maruti,Chennai,Diesel,Manual,First,1248,88.5,5,28.09,8.45,2016,34000
250,Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,Diesel,Manual,First,1598,103.6,5,20.5,3.5,2012,55000
251,Hyundai Accent CRDi,Hyundai,Kochi,Diesel,Manual,First,1493,82,5,13.1,1.8,2006,160538
252,Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,Diesel,Manual,Second,1498,103.6,5,19.91,3.7,2014,60000
253,Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,Petrol,Manual,First,1199,88.7,5,18.7,7.17,2017,49575
254,Hyundai i10 Era,Hyundai,Jaipur,Petrol,Manual,First,1086,68.05,5,19.81,1.75,2010,83000
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,Diesel,Automatic,First,1995,183,5,16.38,21.99,2018,51346
256,Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,Diesel,Manual,First,2393,147.8,7,13.68,18.65,2017,43000
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,Petrol,Manual,Third,796,35,5,19.7,1.85,2011,35000
258,Maruti Swift VXI BSIV,Maruti,Coimbatore,Petrol,Manual,Second,1197,81.8,5,20.4,5.95,2017,27872
259,Hyundai Grand i10 Magna,Hyundai,Mumbai,Petrol,Manual,First,1197,82,5,18.9,3.75,2014,16514
260,Maruti Swift VDI,Maruti,Pune,Diesel,Manual,First,1248,74,5,22.9,3.75,2012,120000
261,Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,Diesel,Manual,First,1582,126.2,5,22,2.6,2008,143275
262,Hyundai Santro Xing XL,Hyundai,Hyderabad,Petrol,Manual,First,1086,74,5,0,1.75,2006,99000
263,Hyundai i20 1.2 Sportz,Hyundai,Mumbai,Petrol,Manual,First,1197,80,5,17,2.8,2010,52000
264,Mercedes-Benz GLE 350d,MercedesBenz,Coimbatore,Diesel,Automatic,First,2987,254.79,5,11.57,61.29,2017,29819
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,MercedesBenz,Bangalore,Diesel,Manual,Second,2148,170,5,15.8,18,2014,57000
266,Maruti Ritz ZDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.94,5,23.2,4.35,2014,88500
267,Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,Diesel,Manual,First,1582,126.2,5,19.67,13.75,2016,28000
268,Maruti A-Star Vxi,Maruti,Pune,Petrol,Manual,First,998,66.1,5,19,2,2010,67000
269,Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,Diesel,Manual,First,1461,108.45,5,19.64,10,2016,26000
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,Diesel,Manual,First,1248,76,5,17.8,1.65,2010,120000
271,BMW X3 xDrive30d M Sport,BMW,Coimbatore,Diesel,Automatic,First,2993,258,5,16.55,45.77,2017,51982
272,Hyundai i10 Sportz,Hyundai,Bangalore,Petrol,Manual,Second,1197,78.9,5,20.36,3.25,2010,36000
273,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,Diesel,Manual,First,2494,102,7,12.8,12.8,2016,47000
274,Maruti Zen VXI BSII,Maruti,Mumbai,Petrol,Manual,Third,993,60,5,17.3,0.55,2002,60000
275,Maruti Swift VDI,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,28.4,7.15,2018,31025
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,Diesel,Manual,Second,2179,120,8,12.05,7,2013,105000
277,Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,Diesel,Manual,First,1248,74,5,22.95,3.75,2017,121900
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,Petrol,Manual,First,999,123.24,5,18.88,8.5,2017,22695
279,Maruti Swift Dzire ZDI,Maruti,Jaipur,Diesel,Manual,First,1248,74,5,23.4,4.35,2012,73000
280,Maruti Alto 800 LXI,Maruti,Kochi,Petrol,Manual,First,796,47.3,5,22.74,3.26,2016,32227
281,Honda City 1.5 S MT,Honda,Jaipur,Petrol,Manual,First,1497,118,5,17,4.21,2011,55000
282,Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,Diesel,Automatic,First,2967,241.4,7,12.07,70.36,2018,11287
283,Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,Diesel,Automatic,Second,1896,105,5,17,2.95,2009,48000
284,Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,Petrol,Manual,First,1591,121.3,5,17.1,4.28,2012,54308
285,Honda City 1.5 V AT,Honda,Jaipur,Petrol,Automatic,First,1497,118,5,16.8,3.57,2009,78442
286,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,Diesel,Manual,First,1396,88.8,5,21.9,3.11,2013,46000
287,Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,Petrol,Automatic,First,1396,98.6,5,15,5.96,2014,45051
288,Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,Diesel,Manual,First,1598,103.6,5,20.54,4.7,2011,69000
289,Honda City i VTEC VX,Honda,Ahmedabad,Petrol,Manual,First,1497,117.3,5,17.4,6.9,2014,49000
290,Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,Diesel,Manual,First,1248,74,5,22.95,5.25,2018,45000
291,BMW 5 Series 2003-2012 520d,BMW,Pune,Diesel,Automatic,First,1995,177,5,18.48,28,2015,64000
292,Maruti Wagon R LXI Minor,Maruti,Delhi,Petrol,Manual,First,1061,67,5,18.9,1.35,2009,60000
293,Honda Jazz VX,Honda,Delhi,Petrol,Manual,First,1199,88.7,5,18.2,4.85,2015,62178
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,Diesel,Manual,First,1896,105,5,15,6.7,2012,58006
295,Hyundai i10 Magna 1.2,Hyundai,Hyderabad,Petrol,Manual,First,1197,78.9,5,20.36,3.1,2010,74000
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Kochi,Diesel,Automatic,First,2143,170,5,19.27,18.64,2015,77771
297,Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,Petrol,Manual,First,1197,78.9,5,20.36,2.8,2012,45275
298,Toyota Innova Crysta 2.4 ZX MT,Toyota,Chennai,Diesel,Manual,First,2393,147.8,7,13.68,20.25,2016,48000
299,Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,Diesel,Automatic,First,1968,174.33,5,17.68,26.78,2015,31652
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,Diesel,Manual,Second,2494,100.6,7,12.99,8.26,2010,109000
301,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,Petrol,Manual,First,1198,73.9,5,16.47,3.89,2015,31978
302,Maruti Alto K10 LXI,Maruti,Hyderabad,Petrol,Manual,First,998,67.1,5,20.92,2.1,2011,70000
303,Honda City i-VTEC CVT ZX,Honda,Mumbai,Petrol,Automatic,First,1497,117.3,5,18,12.69,2017,15000
304,Tata Indigo LX,Tata,Coimbatore,Diesel,Manual,First,1405,70,5,17,2.58,2013,59138
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,Diesel,Automatic,First,1968,174.33,5,17.68,20.77,2014,61726
306,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,Diesel,Automatic,First,2143,136,5,17.9,20.26,2015,48000
307,Hyundai Santro Xing XL,Hyundai,Chennai,Petrol,Manual,Second,1086,74,5,0,1.5,2006,58000
308,Maruti Swift VDI BSIV,Maruti,Kolkata,Diesel,Manual,First,1248,74,5,17.8,2.5,2011,60020
309,Maruti Celerio VXI AT,Maruti,Hyderabad,Petrol,Automatic,First,998,67.04,5,23.1,4.25,2014,77815
310,Mercedes-Benz GLE 250d,MercedesBenz,Hyderabad,Diesel,Automatic,First,2143,201.15,5,17.9,57,2017,29000
311,Land Rover Range Rover HSE Dynamic,Land,Delhi,Diesel,Automatic,First,2179,187.7,5,12.7,44,2017,44000
312,Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,Diesel,Manual,First,1598,103.6,5,20.54,3.65,2011,108626
313,Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,Petrol,Manual,First,796,35,5,14,2.05,2012,71791
314,Honda Brio 1.2 VX MT,Honda,Kochi,Petrol,Manual,First,1198,86.8,5,18.5,3.13,2012,91931
315,Tata Sumo Delux,Tata,Hyderabad,Diesel,Manual,Second,2956,83.1,7,14.07,1.5,2000,158000
316,Tata Indica Vista Aura 1.3 Quadrajet,Tata,Pune,Diesel,Manual,First,1248,75,5,18,2.85,2012,91183
317,Maruti Wagon R LXI BS IV,Maruti,Delhi,Petrol,Manual,First,998,67.1,5,18.9,2.65,2012,65000
318,Mahindra XUV500 W8 4WD,Mahindra,Hyderabad,Diesel,Manual,First,2179,140,7,16,10.6,2015,88428
319,Tata Indigo LS Dicor,Tata,Pune,Diesel,Manual,Second,1396,70,5,17.1,1.25,2008,138000
320,Maruti Ertiga Paseo VXI,Maruti,Mumbai,Petrol,Manual,First,1373,93.7,7,16.02,8.25,2018,18000
321,Honda Accord 2.4 A/T,Honda,Mumbai,Petrol,Automatic,First,2354,177.6,5,11.7,4.45,2011,60000
322,Maruti Swift Dzire VDi,Maruti,Kolkata,Diesel,Manual,First,1248,73.9,5,19.3,3.7,2012,48000
323,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,Diesel,Manual,First,1399,68,5,17.8,2.8,2009,160000
324,Honda City ZX GXi,Honda,Kolkata,Petrol,Manual,First,1497,78,5,17.7,1.8,2008,40000
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,Diesel,Automatic,First,1968,174.33,5,17.68,21.95,2014,51495
326,BMW 6 Series 640d Gran Coupe,BMW,Mumbai,Diesel,Automatic,First,2993,313,4,9.52,49,2011,30000
327,Audi Q7 45 TDI Quattro Technology,Audi,Coimbatore,Diesel,Automatic,First,2967,245,7,14.75,62.67,2017,97430
328,Maruti Zen Estilo LXI Green (CNG),Maruti,Pune,CNG,Manual,First,998,67.1,5,26.3,1.4,2008,42496
329,Hyundai i20 1.4 CRDi Asta,Hyundai,Pune,Diesel,Manual,First,1396,90,5,23,5.5,2012,83000
330,Hyundai i10 Sportz AT,Hyundai,Bangalore,Petrol,Automatic,Third,1197,78.9,5,16.95,2.95,2009,37000
331,Honda Jazz 1.2 V CVT i VTEC,Honda,Kochi,Petrol,Automatic,First,1199,88.7,5,19,6.86,2016,28503
332,Maruti Swift VDI BSIV,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,25.2,6.15,2015,76496
333,Hyundai i20 Asta 1.2,Hyundai,Pune,Petrol,Manual,Second,1197,82.85,5,18.5,3.3,2011,79152
334,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,Petrol,Manual,First,1198,73.9,5,16.47,2.55,2011,32000
335,Maruti Alto LXi,Maruti,Ahmedabad,Petrol,Manual,First,796,46.3,5,19.7,1.5,2009,35000
336,Toyota Corolla H4,Toyota,Chennai,Petrol,Automatic,Second,1794,125,5,11.3,2.5,2004,105000
337,Maruti Alto LXi,Maruti,Chennai,Petrol,Manual,Second,796,46.3,5,19.7,1.4,2006,56000
338,Tata Manza ELAN Quadrajet BS IV,Tata,Pune,Diesel,Manual,First,1248,88.8,5,21.12,3.4,2012,73000
339,Maruti Alto LXi,Maruti,Pune,Petrol,Manual,First,796,46.3,5,19.7,2.25,2012,38000
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,Kolkata,Diesel,Automatic,First,1968,141,5,19.3,7.5,2013,775000
341,Toyota Corolla H4,Toyota,Kolkata,Petrol,Automatic,First,1794,125,5,11.3,2.8,2008,80000
342,Hyundai i20 Asta Option 1.2,Hyundai,Coimbatore,Petrol,Manual,First,1197,81.83,5,18.6,7.66,2016,24973
343,Maruti Vitara Brezza LDi,Maruti,Chennai,Diesel,Manual,First,1248,88.5,5,24.3,7.15,2016,45000
344,Honda City 1.5 V MT,Honda,Delhi,Petrol,Manual,First,1497,118,5,17,3.5,2010,87430
345,Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Hyderabad,Diesel,Manual,Second,1248,75,5,18,3.5,2014,133944
346,Honda Amaze S i-Dtech,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,25.8,3.45,2013,57000
347,Hyundai EON D Lite Plus,Hyundai,Coimbatore,Petrol,Manual,First,814,55.2,5,21.1,3.55,2016,27904
348,BMW 3 Series Luxury Line,BMW,Kochi,Diesel,Automatic,Second,1995,190,5,21.76,25.99,2015,30717
349,Hyundai Verna 1.6 SX,Hyundai,Bangalore,Diesel,Manual,First,1582,126.32,5,22.32,5.25,2012,80000
350,Tata Manza Club Class Quadrajet90 LS,Tata,Ahmedabad,Diesel,Manual,First,1248,88.8,5,21.02,2.9,2013,47304
351,Skoda Octavia RS,Skoda,Jaipur,Petrol,Automatic,First,1984,227,5,14.45,2.05,2005,100000
352,Maruti Alto K10 VXI,Maruti,Pune,Petrol,Manual,First,998,67.1,5,24.07,3.75,2017,30000
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,Diesel,Manual,First,1498,89.84,5,22.7,6.75,2014,68000
354,Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,Petrol,Manual,Second,995,62,5,18,0.95,2011,21000
355,Jaguar XF 2.0 Diesel Portfolio,Jaguar,Hyderabad,Diesel,Automatic,First,1999,177,5,19.33,52,2017,21000
356,Honda CR-V RVi MT,Honda,Jaipur,Petrol,Manual,Third,1997,141.1,5,13.1,3.91,2007,119000
357,Skoda Superb L&K 1.8 TSI AT,Skoda,Kochi,Petrol,Automatic,First,1798,177.46,5,14.67,27.3,2019,13747
358,Hyundai i10 Magna 1.2,Hyundai,Chennai,Petrol,Manual,First,1197,78.9,5,20.36,2.7,2009,620000
359,Maruti Swift LDI,Maruti,Delhi,Diesel,Manual,First,1248,74,5,22.9,3.5,2013,70000
360,Maruti Swift Dzire VXi AT,Maruti,Mumbai,Petrol,Automatic,First,1197,83.14,5,18.5,6.2,2016,18000
361,Nissan Micra Diesel XV,Nissan,Chennai,Diesel,Manual,First,1461,63.1,5,23.08,2.75,2011,83000
362,Maruti Swift Dzire Tour LDI,Maruti,Mumbai,Diesel,Manual,First,1248,74,5,23.4,3.25,2015,130000
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Pune,Diesel,Manual,First,1399,67,5,17.8,3.25,2012,63400
364,Maruti Zen LX,Maruti,Kolkata,Petrol,Manual,First,993,60,5,17.3,0.65,2003,65000
365,Mini Clubman Cooper S,Mini,Pune,Petrol,Manual,First,1998,192,5,13.8,35,2017,8350
366,Toyota Etios GD,Toyota,Kolkata,Diesel,Manual,First,1364,67.05,5,23.59,3.25,2014,45000
367,Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,Petrol,Manual,First,796,47.3,5,24.7,2.9,2018,26200
368,Maruti Alto VXi,Maruti,Bangalore,Petrol,Manual,Third,796,47,5,18.9,2.9,2011,11000
369,BMW X5 3.0d,BMW,Bangalore,Diesel,Automatic,Second,2993,235,5,11,17.75,2009,90000
370,Nissan Teana XV,Nissan,Mumbai,Petrol,Automatic,Second,2496,179.5,5,11.07,8.25,2015,74000
371,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,Petrol,Automatic,First,1197,82,5,18.9,5.77,2015,37081
372,Maruti Vitara Brezza ZDi Plus,Maruti,Hyderabad,Diesel,Manual,First,1248,88.5,5,24.3,9.49,2017,39000
373,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Mumbai,Diesel,Automatic,Third,2967,241.4,7,12.07,12.95,2008,99000
374,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Chennai,Diesel,Automatic,First,2143,136,5,17.9,20,2015,38000
375,Maruti 800 AC,Maruti,Chennai,Petrol,Manual,Third,796,37,4,16.1,1,2007,72000
376,Renault Duster 85PS Diesel RxL,Renault,Chennai,Diesel,Manual,Second,1461,83.8,5,20.45,7.1,2015,93000
377,Toyota Corolla Altis D-4D GL,Toyota,Mumbai,Diesel,Manual,First,1364,87.2,5,21.43,16.5,2017,5900
378,Mercedes-Benz New C-Class 220,MercedesBenz,Chennai,Diesel,Manual,First,2148,170,5,15.8,26,2014,25000
379,Maruti Ritz VDi,Maruti,Hyderabad,Diesel,Manual,Second,1248,73.9,5,21.1,3.2,2010,68000
380,Honda BRV i-VTEC V CVT,Honda,Kochi,Petrol,Automatic,First,1497,117.3,7,16,9.48,2017,35676
381,Hyundai Xcent 1.1 CRDi Base,Hyundai,Kochi,Diesel,Manual,First,1120,71,5,24.4,4,2015,74310
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,MercedesBenz,Jaipur,Diesel,Automatic,First,2143,203,5,14.21,26.5,2014,59364
383,Mercedes-Benz B Class B180,MercedesBenz,Kochi,Petrol,Automatic,Second,1595,120.7,5,14.8,11.77,2014,41380
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,MercedesBenz,Bangalore,Diesel,Automatic,First,2143,204,5,15,37,2017,33900
385,Honda City i VTEC VX Option,Honda,Mumbai,Petrol,Manual,First,1497,117.3,5,17.8,8.75,2016,28000
386,Hyundai Santro Xing XL eRLX Euro III,Hyundai,Hyderabad,Petrol,Manual,First,1086,74,5,17,1.95,2007,50958
387,Honda City 1.5 S MT,Honda,Chennai,Petrol,Manual,First,1497,118,5,17,3.75,2011,93982
388,Hyundai Verna Transform VTVT,Hyundai,Pune,Petrol,Manual,First,1599,103.2,5,16.2,2.5,2010,95000
389,Jaguar XE Portfolio,Jaguar,Mumbai,Petrol,Automatic,First,1999,246.74,5,13.5,34.5,2017,9000
390,Honda Amaze S i-Vtech,Honda,Delhi,Petrol,Manual,First,1198,86.7,5,18,4.65,2015,52516
391,Mini Cooper Convertible 1.6,Mini,Bangalore,Petrol,Automatic,First,1598,122,4,18.86,32,2015,20000
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Coimbatore,Diesel,Automatic,First,2987,282,5,13.5,62.81,2017,56451
393,Hyundai EON Magna Plus,Hyundai,Chennai,Petrol,Manual,First,814,55.2,5,21.1,3.25,2014,37000
394,Maruti Wagon R VXI BS IV,Maruti,Kolkata,Petrol,Manual,First,998,67.04,5,20.51,3.1,2014,17400
395,Maruti Ritz LDi,Maruti,Coimbatore,Diesel,Manual,First,1248,73.9,5,21.1,3.91,2011,90207
396,BMW 3 Series 320d Sedan,BMW,Chennai,Diesel,Automatic,First,1995,181,5,16.07,11,2011,89616
397,Tata Xenon XT EX 4X2,Tata,Pune,Diesel,Manual,First,2179,138.03,5,13.49,3.5,2014,85000
398,Audi A3 35 TDI Attraction,Audi,Chennai,Diesel,Automatic,First,1968,143,5,20.38,16.5,2014,79271
399,Land Rover Range Rover 2.2L Dynamic,Land,Hyderabad,Diesel,Automatic,First,2179,187.7,5,12.7,30,2012,56000
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,Diesel,Automatic,Second,2987,224,7,12,28,2010,85001
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,Hyderabad,Diesel,Automatic,First,2477,175.56,7,13.5,28,2018,12000
402,Maruti Alto LX,Maruti,Jaipur,Petrol,Manual,First,796,46.3,5,19.7,0.92,2010,125000
403,Maruti Wagon R LXI BSIII,Maruti,Pune,Petrol,Manual,First,1061,64,5,14,2.75,2013,53000
404,Land Rover Range Rover 2.2L Prestige,Land,Coimbatore,Diesel,Automatic,First,2179,187.7,5,12.7,53.83,2017,34990
405,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,Petrol,Manual,Second,1591,121.3,5,17.01,4.95,2011,49768
406,BMW 5 Series 525d Sedan,BMW,Hyderabad,Diesel,Automatic,First,2993,218,5,16.73,33.5,2013,56000
407,Jaguar XF Diesel,Jaguar,Bangalore,Diesel,Automatic,First,2993,270.9,5,14.74,27.95,2013,75000
408,Skoda Superb Elegance 1.8 TSI AT,Skoda,Hyderabad,Petrol,Automatic,First,1798,157.75,5,13.7,7.25,2010,57000
409,Audi Q3 35 TDI Quattro Premium,Audi,Kochi,Diesel,Automatic,First,1968,174.33,5,15.73,25.71,2017,37542
410,Land Rover Range Rover 2.2L Pure,Land,Coimbatore,Diesel,Automatic,First,2179,187.7,5,12.7,29.67,2014,95649
411,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Jaipur,Diesel,Automatic,First,2143,170,5,14.84,19,2013,35299
412,Mahindra Scorpio S10 4WD,Mahindra,Kochi,Diesel,Manual,First,2179,120,7,15.4,13.05,2017,28464
413,BMW 3 Series Luxury Line,BMW,Mumbai,Diesel,Automatic,First,1995,190,5,21.76,25.5,2015,41000
414,Honda BR-V i-VTEC S MT,Honda,Pune,Petrol,Manual,First,1497,117.3,7,15.4,8.5,2017,9000
415,Volvo S80 2006-2013 D5,Volvo,Chennai,Diesel,Automatic,Second,2400,215,5,16,7.25,2010,92098
416,Hyundai Accent GLE,Hyundai,Pune,Petrol,Manual,First,1495,94,5,13.2,0.8,2005,5834
417,Hyundai i20 Active SX Petrol,Hyundai,Jaipur,Petrol,Manual,First,1197,81.86,5,17.19,6.9,2017,40250
418,Mercedes-Benz GLC 43 AMG Coupe,MercedesBenz,Coimbatore,Petrol,Automatic,First,2996,367,5,11.5,70.99,2018,22397
419,Hyundai EON Magna Plus,Hyundai,Kolkata,Petrol,Manual,Second,814,55.2,5,21.1,2.25,2015,20800
420,Hyundai Grand i10 SportZ Edition,Hyundai,Kochi,Petrol,Manual,First,1197,81.86,5,18.9,5.5,2018,40322
421,Honda City 1.5 EXI S,Honda,Mumbai,Petrol,Manual,First,1493,100,5,13,4.35,2013,52576
422,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kolkata,Petrol,Manual,First,1198,73.9,5,16.47,2.25,2010,55000
423,Audi A6 35 TFSI Matrix,Audi,Mumbai,Petrol,Automatic,First,1798,187.74,5,15.26,24.5,2016,47000
424,Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Hyderabad,Diesel,Manual,First,1968,74,5,0,5.45,2010,42021
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,Petrol,Manual,First,1591,121.3,5,15.29,12.03,2017,23163
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,Petrol,Automatic,Second,1796,186,5,11.74,8.5,2011,50000
427,Mini Cooper Convertible S,Mini,Mumbai,Petrol,Automatic,First,1998,189.08,4,16.82,28.5,2014,11900
428,Hyundai Santro Xing XO eRLX Euro II,Hyundai,Pune,Petrol,Manual,Second,1086,74,5,17,1.2,2006,108000
429,Toyota Etios VD,Toyota,Bangalore,Diesel,Manual,First,1364,67.04,5,23.59,5.75,2013,37000
430,Honda Brio S MT,Honda,Delhi,Petrol,Manual,Second,1198,86.8,5,19.4,3.2,2014,30000
431,Maruti Baleno Alpha Automatic,Maruti,Coimbatore,Petrol,Automatic,First,1197,83.1,5,21.4,9.89,2018,12831
432,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Coimbatore,Diesel,Automatic,First,1968,138.1,5,20,6.58,2012,143017
433,Hyundai EON Era Plus,Hyundai,Kochi,Petrol,Manual,First,814,55.2,5,21.1,4.06,2018,13102
434,Renault Captur 1.5 Diesel RXL,Renault,Coimbatore,Diesel,Manual,First,1461,108.45,5,20.37,13.37,2019,24950
